Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
35,Tony Armas\armasto02,23,MON,NL,34,59,53,2,8,1,0,0,4,0,0,0,17,.151,.151,.170,.321,-17,9,0,0,6,0,0,1
36,Rolando Arrojo\arrojro01,35,BOS,AL,41,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
37,Bronson Arroyo\arroybr01,24,PIT,NL,24,23,21,0,1,0,0,0,1,0,0,1,16,.048,.087,.048,.135,-64,1,0,0,0,1,0,1
38,Andy Ashby\ashbyan01,33,LAD,NL,3,5,2,1,1,0,0,0,1,0,0,1,0,.500,.667,.500,1.167,221,1,0,0,2,0,0,/1
39,Pedro Astacio\astacpe01,32,TOT,NL,26,64,53,2,5,0,0,0,3,0,0,0,17,.094,.094,.094,.189,-54,5,0,0,11,0,0,1
40,Pedro Astacio\astacpe01,32,COL,NL,22,52,42,2,4,0,0,0,3,0,0,0,12,.095,.095,.095,.190,-54,4,0,0,10,0,0,1
41,Pedro Astacio\astacpe01,32,HOU,NL,4,12,11,0,1,0,0,0,0,0,0,0,5,.091,.091,.091,.182,-54,1,0,0,1,0,0,/1
42,Justin Atchley*\atchlju01,27,CIN,NL,15,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
43,Rich Aurilia\aurilri01,29,SFG,NL,156,689,636,114,206,37,5,37,97,1,3,47,83,.324,.369,.572,.941,146,364,14,0,3,3,2,*6
44,Brad Ausmus\ausmubr01,32,HOU,NL,128,461,422,45,98,23,4,5,34,4,1,30,64,.232,.284,.341,.625,57,144,13,1,6,2,6,*2
45,Jeff Austin\austije01,24,KCR,AL,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
46,Bruce Aven\avenbr01,29,LAD,NL,21,26,24,3,8,2,0,1,2,0,0,0,5,.333,.385,.542,.926,145,13,0,2,0,0,0,/79
47,Manny Aybar\aybarma01,29,CHC,NL,17,4,3,1,3,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,433,3,0,0,1,0,0,1
48,Mike Bacsik*\bacsimi02,23,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
49,Benito Baez*\baezbe01,24,FLA,NL,8,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
50,Danys Baez\baezda01,23,CLE,AL,43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
51,Jeff Bagwell\bagweje01,33,HOU,NL,161,717,600,126,173,43,4,39,130,11,3,106,135,.288,.397,.568,.966,140,341,20,6,0,5,5,*3
52,Cory Bailey\baileco01,30,KCR,AL,53,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
53,Harold Baines*\baineha01,42,CHW,AL,32,94,84,3,11,1,0,0,6,0,0,8,16,.131,.202,.143,.345,-8,12,2,0,0,2,0,D
54,Paul Bako*\bakopa01,29,ATL,NL,61,157,137,19,29,10,1,2,15,1,0,20,34,.212,.312,.343,.655,68,47,3,0,0,0,2,2
55,James Baldwin\baldwja01,29,TOT,MLB,29,29,28,0,2,1,0,0,1,0,0,0,13,.071,.071,.107,.179,-53,3,1,0,1,0,0,1
56,James Baldwin\baldwja01,29,CHW,AL,17,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
57,James Baldwin\baldwja01,29,LAD,NL,12,27,26,0,2,1,0,0,1,0,0,0,12,.077,.077,.115,.192,-49,3,1,0,1,0,0,1
58,John Bale*\balejo01,27,BAL,AL,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
59,Grant Balfour\balfogr01,23,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
60,Willie Banks\bankswi01,32,BOS,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
61,Rod Barajas\barajro01,25,ARI,NL,51,111,106,9,17,3,0,3,9,0,0,4,26,.160,.191,.274,.464,15,29,0,0,0,0,0,2
62,Lorenzo Barcelo\barcelo01,23,CHW,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
63,Glen Barker#\barkegl01,30,HOU,NL,70,30,24,12,2,0,0,0,1,4,6,3,6,.083,.233,.083,.317,-14,2,0,2,0,1,0,8
64,Andy Barkett*\barkean01,26,PIT,NL,17,51,46,5,14,2,0,1,3,1,0,4,7,.304,.373,.413,.786,101,19,2,1,0,0,1,/739D
65,John Barnes\barnejo01,25,MIN,AL,9,23,21,1,1,0,0,0,0,0,0,1,3,.048,.130,.048,.178,-50,1,0,1,0,0,0,/97
66,Larry Barnes*\barnela01,26,ANA,AL,16,41,40,2,4,0,0,1,2,0,0,1,9,.100,.122,.175,.297,-23,7,1,0,0,0,0,3/7
67,Michael Barrett\barremi01,24,MON,NL,132,506,472,42,118,33,2,6,38,2,1,25,54,.250,.289,.367,.655,68,173,14,2,4,3,2,*2
68,Kimera Bartee#\barteki01,28,COL,NL,12,19,15,0,0,0,0,0,1,0,0,2,5,.000,.158,.000,.158,-57,0,0,1,0,1,1,/78
69,Miguel Batista\batismi01,30,ARI,NL,48,36,32,2,2,0,0,0,0,0,0,2,17,.063,.118,.063,.180,-53,2,0,0,2,0,0,1
70,Tony Batista\batisto01,27,TOT,AL,156,622,579,70,138,27,6,25,87,5,2,32,113,.238,.280,.435,.715,87,252,9,4,0,7,1,5D6
71,Tony Batista\batisto01,27,TOR,AL,72,291,271,29,56,11,1,13,45,0,1,13,66,.207,.251,.399,.649,67,108,2,4,0,3,1,5
72,Tony Batista\batisto01,27,BAL,AL,84,331,308,41,82,16,5,12,42,5,1,19,47,.266,.305,.468,.773,105,144,7,0,0,4,0,D56
73,Rick Bauer\bauerri01,24,BAL,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
74,Danny Bautista\bautida01,29,ARI,NL,100,239,222,26,67,11,2,5,26,3,2,14,31,.302,.346,.437,.783,95,97,7,1,2,0,1,98/7
75,Rod Beck\beckro01,32,BOS,AL,68,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
76,Josh Beckett\beckejo02,21,FLA,NL,4,9,7,1,2,1,0,0,0,0,0,0,1,.286,.286,.429,.714,85,3,0,0,2,0,0,/1
77,Joe Beimel*\beimejo01,24,PIT,NL,42,31,26,3,7,0,0,0,0,0,0,1,10,.269,.296,.269,.566,47,7,0,0,4,0,0,1
78,Kevin Beirne*\beirnke01,27,TOR,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
79,Todd Belitz*\belitto01,25,COL,NL,8,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
80,David Bell\bellda01,28,SEA,AL,135,510,470,62,122,28,0,15,64,2,1,28,59,.260,.303,.415,.718,92,195,8,3,5,4,1,*5/3
81,Derek Bell\bellde01,32,PIT,NL,46,183,156,14,27,3,0,5,13,0,2,25,38,.173,.287,.288,.576,48,45,4,0,2,0,5,9/78
82,Jay Bell\bellja01,35,ARI,NL,129,509,428,59,106,24,1,13,46,0,1,65,79,.248,.349,.400,.749,88,171,9,4,8,4,3,45/D
83,Rob Bell\bellro01,24,TOT,MLB,27,10,7,0,1,0,0,0,0,0,0,1,4,.143,.250,.143,.393,4,1,0,0,2,0,0,1
84,Rob Bell\bellro01,24,CIN,NL,9,10,7,0,1,0,0,0,0,0,0,1,4,.143,.250,.143,.393,4,1,0,0,2,0,0,/1
85,Rob Bell\bellro01,24,TEX,AL,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
86,Mark Bellhorn#\bellhma01,26,OAK,AL,38,82,74,11,10,1,2,1,4,0,0,7,37,.135,.210,.243,.453,21,18,1,0,1,0,0,4/56D9
87,Ronnie Belliard\belliro01,26,MIL,NL,101,410,364,69,96,30,3,11,36,5,2,35,65,.264,.335,.453,.788,104,165,5,5,4,2,2,4
88,Clay Bellinger\bellicl01,32,NYY,AL,51,88,81,12,13,1,1,5,12,1,2,4,23,.160,.207,.383,.590,50,31,2,1,1,1,0,578/396D
89,Carlos Beltran#\beltrca01,24,KCR,AL,155,680,617,106,189,32,12,24,101,31,1,52,120,.306,.362,.514,.876,123,317,7,5,1,5,2,*8/D
90,Adrian Beltre\beltrad01,22,LAD,NL,126,515,475,59,126,22,4,13,60,13,4,28,82,.265,.310,.411,.720,91,195,9,5,2,5,1,*5/6
91,Marvin Benard*\benarma01,30,SFG,NL,129,429,392,70,104,19,2,15,44,10,5,29,66,.265,.320,.439,.759,100,172,3,4,1,3,2,*897
92,Alan Benes\benesal01,29,STL,NL,9,2,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,161,1,0,0,0,0,0,/1
93,Andy Benes\benesan01,33,STL,NL,27,35,32,1,5,3,0,0,4,0,0,1,15,.156,.182,.250,.432,10,8,0,0,2,0,0,1
94,Armando Benitez\benitar01,28,NYM,NL,73,1,1,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
95,Gary Bennett\bennega01,29,TOT,NL,46,148,131,15,32,6,1,2,10,0,0,12,24,.244,.308,.351,.659,66,46,1,1,2,2,4,2
96,Gary Bennett\bennega01,29,PHI,NL,26,86,75,8,16,3,1,1,6,0,0,9,19,.213,.294,.320,.614,61,24,1,0,1,1,1,2
97,Gary Bennett\bennega01,29,NYM,NL,1,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,433,1,0,0,0,0,0,
98,Gary Bennett\bennega01,29,COL,NL,19,61,55,7,15,3,0,1,4,0,0,3,5,.273,.317,.382,.698,66,21,0,1,1,1,3,2
99,Joaquin Benoit\benoijo01,23,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
100,Jason Bere\bereja01,30,CHC,NL,32,69,62,2,12,4,0,0,2,0,0,0,18,.194,.194,.258,.452,18,16,2,0,7,0,0,1
101,Dave Berg\bergda01,30,FLA,NL,82,235,215,26,52,12,1,4,16,0,1,14,39,.242,.292,.363,.655,71,78,3,2,2,2,0,465
102,Brandon Berger\bergebr01,26,KCR,AL,6,18,16,4,5,1,1,2,2,0,0,2,2,.313,.389,.875,1.264,213,14,0,0,0,0,0,/7D
103,Peter Bergeron*\bergepe01,23,MON,NL,102,416,375,53,79,11,4,3,16,10,7,28,87,.211,.275,.285,.560,45,107,5,5,8,0,2,8
104,Lance Berkman#\berkmla01,25,HOU,NL,156,688,577,110,191,55,5,34,126,7,9,92,121,.331,.430,.620,1.051,161,358,8,13,0,6,5,*78/9
105,Adam Bernero\bernead01,24,DET,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
106,Angel Berroa\berroan01,23,KCR,AL,15,56,53,8,16,2,0,0,4,2,0,3,10,.302,.339,.340,.679,76,18,2,0,0,0,0,6
107,Wilson Betemit#\betemwi01,19,ATL,NL,8,5,3,1,0,0,0,0,0,1,0,2,3,.000,.400,.000,.400,16,0,0,0,0,0,0,/6
108,Dante Bichette\bicheda01,37,BOS,AL,107,415,391,45,112,30,1,12,49,2,2,20,76,.286,.325,.460,.786,104,180,13,3,0,1,1,D79
109,Rocky Biddle\biddlro01,25,CHW,AL,30,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
110,Nick Bierbrodt*\bierbni01,23,TOT,MLB,17,10,6,3,4,1,0,0,0,0,0,2,0,.667,.750,.833,1.583,297,5,0,0,2,0,0,1
111,Nick Bierbrodt*\bierbni01,23,ARI,NL,6,10,6,3,4,1,0,0,0,0,0,2,0,.667,.750,.833,1.583,297,5,0,0,2,0,0,/1
112,Nick Bierbrodt*\bierbni01,23,TBD,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
113,Larry Bigbie*\bigbila01,23,BAL,AL,47,149,131,15,30,6,0,2,11,4,1,17,42,.229,.318,.321,.638,73,42,2,0,1,0,1,89/7
114,Craig Biggio\biggicr01,35,HOU,NL,155,717,617,118,180,35,3,20,70,7,4,66,100,.292,.382,.455,.838,111,281,11,28,0,6,4,*4/D
115,Willie Blair\blairwi01,35,DET,AL,9,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
116,Casey Blake\blakeca01,27,TOT,AL,19,41,37,3,9,1,0,1,4,3,0,4,12,.243,.317,.351,.668,78,13,0,0,0,0,1,/35D
117,Casey Blake\blakeca01,27,MIN,AL,13,25,22,1,7,1,0,0,2,1,0,3,8,.318,.400,.364,.764,104,8,0,0,0,0,1,/5D3
118,Casey Blake\blakeca01,27,BAL,AL,6,16,15,2,2,0,0,1,2,2,0,1,4,.133,.188,.333,.521,37,5,0,0,0,0,0,/3D
119,Henry Blanco\blanche01,29,MIL,NL,104,357,314,33,66,18,3,6,31,3,1,34,72,.210,.290,.344,.634,66,108,10,2,5,2,6,2
120,Matt Blank*\blankma01,25,MON,NL,5,8,8,0,4,1,0,0,1,0,0,0,2,.500,.500,.625,1.125,188,5,0,0,0,0,0,/1
121,Geoff Blum#\blumge01,28,MON,NL,148,514,453,57,107,25,0,9,50,9,5,43,94,.236,.313,.351,.664,71,159,12,10,3,5,8,5743/6
122,Hiram Bocachica\bocachi01,25,LAD,NL,75,143,133,15,31,11,1,2,9,4,1,9,33,.233,.287,.376,.663,76,50,1,1,0,0,0,47/59
123,Brian Boehringer#\boehrbr01,32,TOT,MLB,51,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
124,Brian Boehringer#\boehrbr01,32,NYY,AL,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
125,Brian Boehringer#\boehrbr01,32,SFG,NL,29,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
126,Tim Bogar\bogarti01,34,LAD,NL,12,17,15,4,5,2,0,2,2,0,0,2,1,.333,.412,.867,1.278,230,13,0,0,0,0,0,/365
127,Brian Bohanon*\bohanbr01,32,COL,NL,21,33,31,3,10,4,0,0,3,0,0,1,7,.323,.344,.452,.795,88,14,1,0,1,0,0,1
128,Barry Bonds*\bondsba01,36,SFG,NL,153,664,476,129,156,32,2,73,137,13,3,177,93,.328,.515,.863,1.379,259,411,5,9,0,2,35,*7/D
129,Ricky Bones\bonesri01,32,FLA,NL,61,3,2,0,1,0,0,0,1,0,0,0,1,.500,.333,.500,.833,115,1,0,0,0,1,0,1
130,Bobby Bonilla#\bonilbo01,38,STL,NL,93,198,174,17,37,7,0,5,21,1,1,23,53,.213,.308,.339,.647,68,59,4,1,0,0,3,3/97D1
131,Aaron Boone\booneaa01,28,CIN,NL,103,427,381,54,112,26,2,14,62,6,3,29,71,.294,.351,.483,.834,109,184,9,8,3,6,1,5
132,Bret Boone\boonebr01,32,SEA,AL,158,690,623,118,206,37,3,37,141,5,5,40,110,.331,.372,.578,.950,153,360,11,9,5,13,5,*4/D
133,Pedro Borbon\borbope02,33,TOR,AL,71,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
134,Pat Borders\bordepa01,38,SEA,AL,5,7,6,1,3,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,173,3,0,0,1,0,0,/2
135,Mike Bordick\bordimi01,35,BAL,AL,58,257,229,32,57,13,0,7,30,9,3,17,36,.249,.314,.397,.711,91,91,4,6,2,3,1,6
136,Dave Borkowski\borkoda01,24,DET,AL,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
137,Toby Borland\borlato02,32,ANA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
138,Joe Borowski\borowjo01,30,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
139,Ricky Bottalico*\bottari01,31,PHI,NL,66,3,3,1,1,1,0,0,1,0,0,0,0,.333,.333,.667,1.000,153,2,0,0,0,0,0,1
140,Kent Bottenfield\botteke01,32,HOU,NL,13,15,14,0,2,0,0,0,0,0,0,0,5,.143,.143,.143,.286,-27,2,0,0,1,0,0,1
141,Brian Bowles\bowlebr01,24,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
142,Chad Bradford\bradfch01,26,OAK,AL,35,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
143,Milton Bradley#\bradlmi01,23,TOT,MLB,77,262,238,22,53,17,3,1,19,8,5,21,65,.223,.288,.332,.620,60,79,7,1,2,0,0,87/9D
144,Milton Bradley#\bradlmi01,23,MON,NL,67,242,220,19,49,16,3,1,19,7,4,19,62,.223,.288,.336,.624,60,74,6,1,2,0,0,87/9
145,Milton Bradley#\bradlmi01,23,CLE,AL,10,20,18,3,4,1,0,0,0,1,1,2,3,.222,.300,.278,.578,55,5,1,0,0,0,0,/8D9
146,Darren Bragg*\braggda01,31,TOT,MLB,23,67,61,5,16,7,0,0,5,3,2,4,24,.262,.318,.377,.695,83,23,0,1,1,0,0,9/78
147,Darren Bragg*\braggda01,31,NYM,NL,18,63,57,4,15,6,0,0,5,3,2,4,23,.263,.323,.368,.691,83,21,0,1,1,0,0,9/78
148,Darren Bragg*\braggda01,31,NYY,AL,5,4,4,1,1,1,0,0,0,0,0,0,1,.250,.250,.500,.750,91,2,0,0,0,0,0,/9
149,Jeff Branson*\bransje01,34,LAD,NL,13,21,21,3,6,0,0,0,0,0,0,0,4,.286,.286,.286,.571,54,6,0,0,0,0,0,/465
150,Jeff Brantley\brantje01,37,TEX,AL,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
151,Russell Branyan*\branyru01,25,CLE,AL,113,361,315,48,73,16,2,20,54,1,1,38,132,.232,.316,.486,.802,108,153,2,3,0,5,1,57/D9
152,Leslie Brea\breale01,27,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
153,Chris Brock\brockch01,31,PHI,NL,24,3,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,76,1,0,0,0,0,0,1
154,Rico Brogna*\brognri01,31,ATL,NL,72,223,206,15,51,9,0,3,21,3,1,14,46,.248,.297,.335,.632,62,69,9,1,1,1,1,3
155,Troy Brohawn*\brohatr01,28,ARI,NL,59,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
156,Scott Brosius\brosisc01,34,NYY,AL,120,478,428,57,123,25,2,13,49,3,1,34,83,.287,.343,.446,.789,106,191,10,5,6,5,2,*5/8
157,Jim Brower\broweji01,28,CIN,NL,48,28,26,6,8,1,0,0,3,0,0,0,8,.308,.308,.346,.654,66,9,0,0,2,0,0,1
158,Adrian Brown#\brownad01,27,PIT,NL,8,34,31,3,6,0,0,1,2,2,1,3,3,.194,.265,.290,.555,42,9,1,0,0,0,0,/8
159,Dee Brown*\brownde02,23,KCR,AL,106,406,380,39,93,19,0,7,40,5,3,22,81,.245,.286,.350,.636,63,133,12,1,1,2,4,7D/89
160,Emil Brown\brownem01,26,TOT,NL,74,155,137,21,26,4,1,3,13,12,4,16,49,.190,.284,.299,.583,50,41,2,2,0,0,1,8/79
161,Emil Brown\brownem01,26,PIT,NL,61,140,123,18,25,4,1,3,13,10,4,15,42,.203,.300,.325,.625,60,40,2,2,0,0,1,8/79
162,Emil Brown\brownem01,26,SDP,NL,13,15,14,3,1,0,0,0,0,2,0,1,7,.071,.133,.071,.205,-42,1,0,0,0,0,0,/879
163,Kevin Brown\brownke04,28,MIL,NL,17,46,43,7,9,0,1,4,12,0,0,2,18,.209,.261,.535,.796,101,23,1,1,0,0,0,2
164,Kevin Brown\brownke01,36,LAD,NL,20,41,36,2,3,0,0,1,2,0,0,0,12,.083,.154,.167,.321,-14,6,0,3,2,0,0,1
165,Roosevelt Brown*\brownro02,25,CHC,NL,39,92,83,13,22,6,1,4,22,0,0,7,12,.265,.326,.506,.832,116,42,3,1,0,1,0,7/D98
166,Cliff Brumbaugh\brumbcl01,27,TOT,MLB,21,49,46,6,10,2,0,1,4,0,1,3,14,.217,.265,.326,.591,43,15,3,0,0,0,0,9/7
167,Cliff Brumbaugh\brumbcl01,27,TEX,AL,7,11,10,1,0,0,0,0,0,0,0,1,5,.000,.091,.000,.091,-73,0,0,0,0,0,0,/97
168,Cliff Brumbaugh\brumbcl01,27,COL,NL,14,38,36,5,10,2,0,1,4,0,1,2,9,.278,.316,.417,.732,73,15,3,0,0,0,0,/97
169,Brian Buchanan\buchabr01,27,MIN,AL,69,219,197,28,54,12,0,10,32,1,1,19,58,.274,.342,.487,.830,115,96,2,2,0,1,0,9D/7
170,Mike Buddie\buddimi01,30,MIL,NL,31,4,4,1,1,0,0,0,0,0,0,0,3,.250,.250,.250,.500,32,1,0,0,0,0,0,1
171,Mark Buehrle*\buehrma01,22,CHW,AL,32,4,3,0,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,-26,0,0,0,0,0,0,1
172,Damon Buford\buforda01,31,CHC,NL,35,89,85,11,15,2,0,3,8,0,0,4,23,.176,.213,.306,.519,35,26,3,0,0,0,0,8/9
173,Jay Buhner\buhneja01,36,SEA,AL,19,53,45,4,10,2,0,2,5,0,0,8,9,.222,.340,.400,.740,100,18,3,0,0,0,0,7/D9
174,Dave Burba\burbada01,34,CLE,AL,32,4,2,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,2,0,0,1
