Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru
48,Daniel Barone\baronda01,24,FLA,11,42,3.82,30,71.4%,16.7%,46.7%,23.3%,13.3%,83.3%,0.0%,59.5%,44.0%,54.5%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,6,14.3%,0,0,0
49,Michael Barrett\barremi01,30,TOT,367,1268,3.46,872,69.4%,25.5%,12.8%,28.3%,33.4%,74.5%,3.0%,51.8%,82.8%,38.1%,5.7%,21,1,12.5%,46,13,6.8%,25,17,13,44,22.8%,0,0,0
50,Michael Barrett\barremi01,30,CHC,231,817,3.54,542,67.3%,26.8%,12.2%,28.2%,32.8%,73.2%,4.4%,49.3%,83.4%,37.2%,6.5%,15,1,14.7%,34,10,6.9%,16,10,9,27,25.0%,0,0,0
51,Michael Barrett\barremi01,30,SDP,136,451,3.32,330,73.2%,23.3%,13.9%,28.5%,34.2%,76.7%,0.0%,56.1%,81.8%,39.7%,4.4%,6,0,8.8%,12,3,6.6%,9,7,4,17,19.0%,0,0,0
52,Jason Bartlett\bartlja01,27,MIN,570,2146,3.76,1353,63.3%,31.2%,10.9%,25.5%,32.4%,68.8%,1.3%,43.6%,84.2%,23.9%,4.6%,26,0,14.7%,84,26,10.9%,62,27,12,61,16.4%,0,0,0
53,Daric Barton*\bartoda02,21,OAK,84,322,3.83,194,60.2%,30.9%,8.8%,28.4%,32.0%,69.1%,0.0%,41.6%,87.3%,26.2%,7.1%,6,0,20.2%,17,6,15.5%,13,7,5,6,45.5%,0,0,0
54,Chris Basak\basakch01,28,NYY,1,3,3.00,2,66.7%,50.0%,0.0%,0.0%,50.0%,50.0%,0.0%,33.3%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
55,Miguel Batista\batismi01,36,SEA,6,19,3.17,16,84.2%,31.3%,12.5%,25.0%,31.3%,68.8%,0.0%,57.9%,81.8%,33.3%,0.0%,0,0,16.7%,1,0,0.0%,0,0,0,1,0.0%,0,0,0
56,Tony Batista\batisto01,33,WSN,118,450,3.81,289,66.0%,24.6%,15.6%,29.1%,30.8%,75.4%,7.5%,49.8%,79.4%,18.6%,5.1%,6,0,12.7%,15,5,5.1%,6,5,0,14,0.0%,0,0,0
57,Denny Bautista\bautide01,24,COL,1,3,3.00,3,100.0%,33.3%,33.3%,33.3%,0.0%,66.7%,,66.7%,50.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
58,Jose Bautista\bautijo02,26,PIT,616,2542,4.13,1590,62.6%,33.8%,11.4%,27.1%,27.7%,66.2%,0.4%,41.5%,82.8%,19.8%,3.2%,20,0,13.0%,80,38,12.5%,77,41,31,70,30.7%,0,0,0
59,Jason Bay\bayja01,28,PIT,615,2389,3.88,1494,62.9%,29.7%,17.1%,26.1%,27.1%,70.3%,1.3%,44.2%,75.6%,24.1%,5.2%,32,1,14.6%,90,28,7.6%,47,22,36,105,25.5%,0,0,0
60,Josh Beckett\beckejo02,27,BOS,11,43,3.91,29,67.4%,44.8%,6.9%,13.8%,34.5%,55.2%,0.0%,37.2%,87.5%,27.3%,0.0%,0,0,9.1%,1,1,0.0%,0,0,1,0,100.0%,0,0,0
61,Erik Bedard*\bedarer01,28,BAL,6,14,2.33,12,85.7%,33.3%,8.3%,16.7%,41.7%,66.7%,0.0%,57.1%,87.5%,16.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
62,Joe Beimel*\beimejo01,30,LAD,1,3,3.00,3,100.0%,66.7%,33.3%,0.0%,0.0%,33.3%,,33.3%,0.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
63,Matt Belisle\belisma01,27,CIN,61,213,3.49,159,74.6%,34.6%,25.2%,23.9%,16.4%,65.4%,0.0%,48.8%,61.5%,23.0%,0.0%,0,0,8.2%,5,2,1.6%,1,0,12,19,37.5%,0,0,0
64,Mark Bellhorn#\bellhma01,32,CIN,18,81,4.50,45,55.6%,15.6%,26.7%,37.8%,20.0%,84.4%,0.0%,46.9%,68.4%,50.0%,0.0%,0,0,11.1%,2,2,11.1%,2,2,2,3,40.0%,0,0,0
65,Ronnie Belliard\belliro01,32,WSN,559,2074,3.71,1368,66.1%,32.5%,12.2%,22.4%,32.9%,67.5%,0.6%,44.6%,81.9%,22.7%,4.8%,27,0,14.3%,80,13,8.8%,49,23,17,55,23.6%,0,0,0
66,Edwin Bellorin\belloed01,25,COL,2,6,3.00,3,50.0%,33.3%,0.0%,0.0%,66.7%,66.7%,0.0%,33.3%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
67,Carlos Beltran#\beltrca01,30,NYM,640,2405,3.76,1459,61.5%,29.3%,13.7%,25.9%,31.1%,70.7%,3.5%,43.5%,80.6%,24.4%,7.3%,47,3,16.7%,107,30,9.5%,61,34,26,85,23.4%,0,0,0
68,Adrian Beltre\beltrad01,28,SEA,639,2363,3.70,1599,67.8%,22.8%,18.5%,27.8%,31.0%,77.2%,0.8%,52.4%,76.0%,28.3%,4.5%,29,1,13.6%,87,34,8.0%,51,30,8,96,7.7%,0,0,0
69,Gary Bennett\bennega01,35,STL,170,519,3.05,336,65.0%,23.8%,8.0%,25.0%,43.2%,76.2%,1.1%,49.5%,89.5%,34.7%,5.3%,9,3,12.9%,22,10,5.3%,9,8,6,9,37.5%,0,0,0
70,Jeff Bennett\benneje01,27,ATL,4,14,3.50,10,71.4%,20.0%,10.0%,50.0%,20.0%,80.0%,0.0%,57.1%,87.5%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,50.0%,0,0,0
71,Jason Bergmann\bergmja01,25,WSN,44,145,3.30,112,77.2%,31.3%,25.0%,20.5%,23.2%,68.8%,0.0%,53.1%,63.6%,34.1%,2.3%,1,0,6.8%,3,0,4.5%,2,0,3,13,17.6%,0,0,0
72,Lance Berkman#\berkmla01,31,HOU,670,2591,3.87,1495,58.5%,21.2%,18.5%,30.8%,29.5%,78.8%,3.3%,46.1%,76.5%,37.0%,7.0%,47,12,19.3%,129,53,13.1%,88,39,38,87,30.4%,0,0,0
73,Angel Berroa\berroan01,29,KCR,13,46,3.54,33,71.7%,24.2%,18.2%,33.3%,24.2%,75.8%,0.0%,54.3%,76.0%,30.8%,0.0%,0,0,15.4%,2,1,0.0%,0,0,1,3,25.0%,0,0,0
74,Rafael Betancourt\betanra01,32,CLE,1,4,4.00,3,75.0%,33.3%,33.3%,33.3%,0.0%,66.7%,0.0%,50.0%,50.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
75,Yuniesky Betancourt\betanyu01,25,SEA,559,1782,3.19,1183,66.8%,26.9%,9.6%,21.7%,41.8%,73.1%,2.0%,48.9%,86.9%,19.9%,3.2%,18,0,13.1%,73,43,4.3%,24,15,5,43,10.4%,0,0,0
76,Wilson Betemit#\betemwi01,25,TOT,285,1174,4.12,685,58.3%,33.6%,19.9%,22.8%,23.8%,66.4%,0.0%,38.8%,70.1%,21.4%,6.0%,17,0,18.9%,54,19,13.3%,38,27,23,59,28.0%,0,0,0
77,Wilson Betemit#\betemwi01,25,LAD,193,799,4.14,450,56.3%,34.2%,18.9%,22.4%,24.4%,65.8%,0.0%,37.0%,71.3%,21.8%,7.3%,14,0,19.2%,37,13,14.5%,28,19,13,36,26.5%,0,0,0
78,Wilson Betemit#\betemwi01,25,NYY,92,375,4.08,235,62.7%,32.3%,21.7%,23.4%,22.6%,67.7%,0.0%,42.4%,67.9%,20.7%,3.3%,3,0,18.5%,17,6,10.9%,10,8,10,23,30.3%,0,0,0
79,Craig Biggio\biggicr01,41,HOU,555,1957,3.53,1331,68.0%,23.1%,18.0%,27.5%,31.3%,76.9%,0.0%,52.3%,76.5%,33.3%,2.2%,12,0,13.0%,72,23,4.3%,24,13,28,83,25.0%,0,0,0
80,Chad Billingsley\billich01,22,LAD,41,144,3.51,98,68.1%,31.6%,28.6%,18.4%,21.4%,68.4%,0.0%,46.5%,58.2%,43.9%,2.4%,1,0,7.3%,3,1,12.2%,5,3,7,11,36.8%,0,0,0
81,Travis Blackley*\blacktr01,24,SFG,3,10,3.33,7,70.0%,42.9%,14.3%,14.3%,28.6%,57.1%,0.0%,40.0%,75.0%,33.3%,0.0%,0,0,33.3%,1,0,0.0%,0,0,1,0,100.0%,0,0,0
82,Casey Blake\blakeca01,33,CLE,664,2764,4.16,1708,61.9%,33.7%,11.5%,27.0%,27.8%,66.3%,0.5%,41.1%,82.7%,17.6%,4.7%,31,4,16.1%,107,42,8.9%,59,37,34,89,27.6%,0,0,0
83,Hank Blalock*\blaloha01,26,TEX,232,823,3.55,516,62.9%,20.0%,20.3%,26.4%,33.3%,80.0%,1.0%,50.4%,74.6%,35.3%,4.3%,10,0,12.9%,30,12,7.8%,18,10,8,30,21.1%,0,0,0
84,Henry Blanco\blanche01,35,CHC,58,218,3.76,138,63.3%,27.5%,15.2%,25.4%,31.9%,72.5%,0.0%,45.9%,79.0%,29.3%,12.1%,7,0,19.0%,11,3,17.2%,10,8,3,9,25.0%,0,0,0
85,Joe Blanton\blantjo01,26,OAK,5,17,3.40,13,76.5%,7.7%,23.1%,53.8%,15.4%,92.3%,0.0%,70.6%,75.0%,60.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
86,Willie Bloomquist\bloomwi01,29,SEA,188,694,3.69,466,67.1%,24.5%,14.4%,30.7%,30.5%,75.5%,0.0%,50.7%,81.0%,34.0%,3.7%,7,0,11.2%,21,8,4.8%,9,5,13,22,37.1%,0,0,0
87,Geoff Blum#\blumge01,34,SDP,370,1384,3.74,853,62.4%,26.0%,13.6%,27.1%,33.3%,74.0%,3.0%,46.1%,81.6%,24.6%,6.5%,24,0,14.1%,52,19,9.7%,36,17,9,43,17.3%,0,0,0
88,Hiram Bocachica\bocachi01,31,TOT,88,340,3.86,221,65.0%,31.7%,16.7%,23.1%,28.5%,68.3%,0.0%,44.4%,75.5%,18.2%,5.7%,5,0,15.9%,14,3,6.8%,6,1,2,16,11.1%,0,0,0
89,Hiram Bocachica\bocachi01,31,OAK,20,78,3.90,51,65.4%,29.4%,19.6%,25.5%,25.5%,70.6%,0.0%,46.2%,72.2%,30.0%,0.0%,0,0,0.0%,0,0,10.0%,2,0,1,4,20.0%,0,0,0
90,Hiram Bocachica\bocachi01,31,SDP,68,262,3.85,170,64.9%,32.4%,15.9%,22.4%,29.4%,67.6%,0.0%,43.9%,76.5%,14.7%,7.4%,5,0,20.6%,14,3,5.9%,4,1,1,12,7.7%,0,0,0
91,Jeremy Bonderman\bondeje01,24,DET,6,13,2.17,12,92.3%,25.0%,33.3%,16.7%,25.0%,75.0%,0.0%,69.2%,55.6%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,2,33.3%,0,0,0
92,Barry Bonds*\bondsba01,42,SFG,478,1896,3.97,915,52.6%,32.0%,9.9%,26.6%,31.5%,68.0%,15.9%,35.7%,85.4%,25.7%,18.8%,90,3,30.8%,147,37,14.9%,71,29,30,24,55.6%,0,0,0
93,Emilio Bonifacio#\bonifem01,22,ARI,27,97,3.59,66,68.0%,13.6%,12.1%,43.9%,30.3%,86.4%,0.0%,58.8%,86.0%,55.6%,3.7%,1,0,3.7%,1,0,3.7%,1,0,0,3,0.0%,0,0,0
94,Boof Bonser\bonsebo01,25,MIN,5,11,2.20,9,81.8%,22.2%,22.2%,11.1%,44.4%,77.8%,0.0%,63.6%,71.4%,40.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
95,Aaron Boone\booneaa01,34,FLA,229,760,3.32,471,63.3%,22.1%,18.0%,27.4%,32.5%,77.9%,5.5%,49.3%,76.8%,36.7%,5.2%,12,1,9.6%,22,6,3.1%,7,4,11,30,26.8%,0,0,0
96,Joe Borchard#\borchjo01,28,FLA,202,799,3.96,470,59.6%,17.0%,29.8%,27.9%,25.3%,83.0%,3.0%,49.4%,64.1%,33.2%,5.9%,12,0,16.8%,34,20,5.0%,10,8,13,47,21.7%,0,0,0
97,Dave Borkowski\borkoda01,30,HOU,2,8,4.00,5,62.5%,40.0%,40.0%,0.0%,20.0%,60.0%,0.0%,37.5%,33.3%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
98,Jason Botts#\bottsja01,26,TEX,190,833,4.38,508,61.0%,28.5%,20.9%,29.1%,21.5%,71.5%,0.0%,43.6%,70.8%,28.9%,2.6%,5,0,14.2%,27,14,10.5%,20,9,17,42,28.8%,0,0,0
99,Michael Bourn*\bournmi01,24,PHI,134,533,3.98,320,61.0%,30.3%,14.4%,24.4%,30.9%,69.7%,3.8%,42.5%,79.4%,21.6%,5.2%,7,0,16.4%,22,5,10.4%,14,9,3,18,14.3%,0,0,0
100,Rob Bowen#\bowenro01,26,TOT,189,788,4.17,457,58.9%,36.1%,20.6%,21.7%,21.7%,63.9%,3.6%,37.6%,67.8%,34.9%,4.8%,9,0,14.8%,28,10,9.5%,18,12,34,27,55.7%,0,0,0
101,Rob Bowen#\bowenro01,26,TOT,135,538,3.99,315,59.9%,35.2%,21.3%,19.7%,23.8%,64.8%,5.4%,38.8%,67.2%,34.8%,5.2%,7,0,15.6%,21,8,11.9%,16,11,21,20,51.2%,0,0,0
102,Rob Bowen#\bowenro01,26,SDP,98,387,3.95,223,59.5%,36.8%,17.9%,20.2%,25.1%,63.2%,7.3%,37.6%,71.6%,32.7%,5.1%,5,0,17.3%,17,7,12.2%,12,8,15,13,53.6%,0,0,0
103,Rob Bowen#\bowenro01,26,CHC,37,151,4.08,92,60.9%,31.5%,29.3%,18.5%,20.7%,68.5%,0.0%,41.7%,57.1%,40.5%,5.4%,2,0,10.8%,4,1,10.8%,4,3,6,7,46.2%,0,0,0
104,Rob Bowen#\bowenro01,26,OAK,54,250,4.63,142,56.8%,38.0%,19.0%,26.1%,16.9%,62.0%,0.0%,35.2%,69.3%,35.2%,3.7%,2,0,13.0%,7,2,3.7%,2,1,13,7,65.0%,0,0,0
105,Micah Bowie*\bowiemi01,32,WSN,13,44,3.38,34,77.3%,38.2%,23.5%,11.8%,26.5%,61.8%,0.0%,47.7%,61.9%,23.1%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,3,25.0%,0,0,0
106,Milton Bradley#\bradlmi01,29,TOT,244,985,4.04,581,59.5%,24.8%,17.0%,29.1%,29.1%,75.2%,2.2%,44.8%,77.3%,36.5%,4.9%,12,1,17.2%,42,15,9.4%,23,14,12,29,29.3%,0,0,0
107,Milton Bradley#\bradlmi01,29,OAK,75,300,4.00,178,60.1%,19.1%,21.3%,30.3%,29.2%,80.9%,3.3%,48.6%,73.6%,40.0%,5.3%,4,0,20.0%,15,5,14.7%,11,9,3,11,21.4%,0,0,0
108,Milton Bradley#\bradlmi01,29,SDP,169,685,4.05,403,59.3%,27.3%,15.1%,28.5%,29.0%,72.7%,1.8%,43.1%,79.2%,34.9%,4.7%,8,1,16.0%,27,10,7.1%,12,5,9,18,33.3%,0,0,0
109,Russell Branyan*\branyru01,31,TOT,194,749,3.86,449,60.3%,19.6%,33.2%,26.1%,21.2%,80.4%,1.3%,48.5%,58.7%,42.3%,6.7%,13,0,14.4%,28,10,6.7%,13,7,15,54,21.7%,0,0,0
110,Russell Branyan*\branyru01,31,SDP,146,556,3.81,336,60.9%,15.5%,32.4%,29.8%,22.3%,84.5%,1.8%,51.4%,61.6%,47.3%,6.2%,9,0,14.4%,21,9,4.8%,7,4,9,39,18.8%,0,0,0
