
Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru
21,Brian Anderson#\anderbr02,32,KCR,2,8,4.00,5,62.5%,0.0%,20.0%,40.0%,40.0%,100.0%,0.0%,62.5%,80.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
22,Garret Anderson*\anderga01,32,ANA,479,1709,3.57,1066,63.2%,28.2%,14.7%,22.3%,34.7%,71.8%,3.3%,45.3%,79.5%,27.8%,5.8%,28,1,17.5%,84,45,7.3%,35,22,23,52,30.7%,0,0,0
23,Jimmy Anderson*\anderji02,28,TOT,1,3,3.00,3,100.0%,66.7%,0.0%,0.0%,33.3%,33.3%,,33.3%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
24,Jimmy Anderson*\anderji02,28,CHC,1,3,3.00,3,100.0%,66.7%,0.0%,0.0%,33.3%,33.3%,,33.3%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
25,Marlon Anderson*\anderma02,30,STL,272,1025,3.77,673,65.9%,27.2%,13.2%,26.9%,32.7%,72.8%,1.1%,48.0%,81.8%,25.4%,4.4%,12,0,13.2%,36,17,6.6%,18,8,12,26,31.6%,0,0,0
26,Rick Ankiel*\ankieri01,24,STL,2,9,4.50,4,44.4%,50.0%,25.0%,25.0%,0.0%,50.0%,0.0%,22.2%,50.0%,0.0%,50.0%,1,0,50.0%,1,0,0.0%,0,0,0,1,0.0%,0,0,0
27,Greg Aquino\aquingr01,26,ARI,1,1,1.00,1,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,,100.0%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
28,Danny Ardoin\ardoida01,29,TEX,11,56,5.09,28,50.0%,42.9%,10.7%,25.0%,21.4%,57.1%,0.0%,28.6%,81.3%,18.2%,18.2%,2,0,27.3%,3,0,36.4%,4,2,1,1,50.0%,0,0,0
29,Tony Armas\armasto02,26,MON,21,69,3.29,54,78.3%,25.9%,18.5%,25.9%,29.6%,74.1%,0.0%,58.0%,75.0%,42.9%,0.0%,0,0,9.5%,2,0,0.0%,0,0,2,3,40.0%,0,0,0
30,Bronson Arroyo\arroybr01,27,BOS,7,23,3.29,17,73.9%,41.2%,35.3%,11.8%,11.8%,58.8%,0.0%,43.5%,40.0%,28.6%,0.0%,0,0,14.3%,1,1,0.0%,0,0,1,4,20.0%,0,0,0
31,Garrett Atkins\atkinga01,24,COL,33,128,3.88,71,55.5%,28.2%,12.7%,22.5%,36.6%,71.8%,0.0%,39.8%,82.4%,21.2%,9.1%,3,0,24.2%,8,4,12.1%,4,2,1,2,33.3%,0,0,0
32,Rich Aurilia\aurilri01,32,TOT,452,1658,3.67,1032,62.4%,26.8%,15.1%,25.3%,32.8%,73.2%,0.5%,45.6%,79.3%,26.8%,2.7%,12,1,12.6%,57,21,7.3%,33,15,19,52,26.8%,0,0,0
33,Rich Aurilia\aurilri01,32,SEA,294,1060,3.61,673,63.7%,28.1%,14.9%,23.6%,33.4%,71.9%,0.8%,45.8%,79.3%,27.2%,2.4%,7,1,11.2%,33,13,6.5%,19,9,12,31,27.9%,0,0,0
34,Rich Aurilia\aurilri01,32,SDP,158,598,3.78,359,60.0%,24.5%,15.6%,28.4%,31.5%,75.5%,0.0%,45.3%,79.3%,25.9%,3.2%,5,0,15.2%,24,8,8.9%,14,6,7,21,25.0%,0,0,0
35,Brad Ausmus\ausmubr01,35,HOU,448,1477,3.30,959,66.4%,26.2%,10.2%,26.4%,37.2%,73.8%,6.4%,49.0%,86.2%,39.5%,4.7%,21,2,11.6%,52,18,6.5%,29,12,17,39,30.4%,0,0,0
36,Luis Ayala\ayalalu01,26,MON,10,22,2.20,18,81.8%,16.7%,16.7%,27.8%,38.9%,83.3%,0.0%,68.2%,80.0%,70.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,33.3%,0,0,0
37,Brandon Backe\backebr01,26,HOU,21,76,3.62,56,73.7%,26.8%,30.4%,23.2%,19.6%,73.2%,0.0%,53.9%,58.5%,52.4%,4.8%,1,0,4.8%,1,0,0.0%,0,0,2,6,25.0%,0,0,0
38,Carlos Baerga#\baergca01,35,ARI,94,340,3.62,210,61.8%,24.8%,11.0%,29.5%,34.8%,75.2%,0.0%,46.5%,85.4%,13.8%,1.1%,1,0,11.7%,11,8,9.6%,9,4,4,8,33.3%,0,0,0
39,Jeff Bagwell\bagweje01,36,HOU,681,2823,4.15,1630,58.1%,24.5%,19.1%,29.1%,27.2%,75.5%,1.5%,43.9%,74.7%,30.4%,6.6%,45,15,18.4%,125,53,12.2%,83,50,36,95,27.5%,0,0,0
40,Paul Bako*\bakopa01,32,CHC,157,576,3.67,354,62.7%,21.2%,18.9%,28.5%,31.4%,78.8%,5.0%,49.4%,76.0%,42.0%,3.8%,6,0,14.0%,22,14,7.0%,11,9,11,18,37.9%,0,0,0
41,Rocco Baldelli\baldero01,22,TBD,574,2008,3.50,1287,64.3%,24.5%,17.2%,24.2%,34.1%,75.5%,0.7%,48.5%,77.3%,29.8%,4.7%,27,1,13.8%,79,40,5.9%,34,25,17,71,19.3%,0,0,0
42,James Baldwin\baldwja01,32,NYM,2,4,2.00,4,100.0%,25.0%,25.0%,25.0%,25.0%,75.0%,,75.0%,66.7%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
43,Rod Barajas\barajro01,28,TEX,390,1402,3.59,1000,71.3%,22.3%,15.9%,30.8%,31.0%,77.7%,0.0%,55.4%,79.5%,31.5%,2.8%,11,0,10.5%,41,16,4.9%,19,9,5,58,7.9%,0,0,0
44,Josh Bard#\bardjo01,26,CLE,23,69,3.00,39,56.5%,28.2%,10.3%,10.3%,51.3%,71.8%,0.0%,40.6%,85.7%,34.8%,8.7%,2,0,17.4%,4,1,8.7%,2,0,0,0,,0,0,0
45,Clint Barmes\barmecl01,25,COL,77,287,3.73,200,69.7%,24.5%,11.0%,33.0%,31.5%,75.5%,0.0%,52.6%,85.4%,24.7%,2.6%,2,0,7.8%,6,2,3.9%,3,2,2,8,20.0%,0,0,0
46,Michael Barrett\barremi01,27,CHC,506,1797,3.55,1154,64.8%,23.8%,14.1%,27.0%,35.0%,76.2%,2.5%,49.4%,81.5%,38.7%,5.7%,29,1,15.0%,76,29,9.3%,47,28,11,52,17.2%,0,0,0
47,Jason Bartlett\bartlja01,24,MIN,14,57,4.07,37,64.9%,27.0%,5.4%,35.1%,32.4%,73.0%,0.0%,47.4%,92.6%,21.4%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
48,Miguel Batista\batismi01,33,TOR,5,16,3.20,13,81.3%,38.5%,30.8%,15.4%,15.4%,61.5%,0.0%,50.0%,50.0%,60.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,1,66.7%,0,0,0
49,Tony Batista\batisto01,30,MON,651,2476,3.80,1570,63.8%,26.9%,11.5%,27.1%,34.5%,73.1%,1.5%,46.6%,84.2%,12.4%,4.9%,32,2,13.7%,89,45,7.5%,49,43,14,64,17.9%,0,0,0
50,Danny Bautista\bautida01,32,ARI,584,1976,3.38,1295,65.8%,24.8%,12.0%,26.4%,36.8%,75.2%,1.2%,49.5%,84.1%,33.2%,3.9%,23,1,11.5%,67,21,5.3%,31,19,24,42,36.4%,0,0,0
51,Jose Bautista\bautijo02,23,TOT,96,388,4.04,252,64.9%,31.7%,26.2%,22.6%,19.4%,68.3%,0.0%,44.3%,61.6%,29.2%,4.2%,4,0,10.4%,10,5,8.3%,8,5,8,32,20.0%,0,0,0
52,Jose Bautista\bautijo02,23,TOT,53,223,4.21,140,62.8%,27.1%,27.9%,26.4%,18.6%,72.9%,0.0%,45.7%,61.8%,35.8%,3.8%,2,0,9.4%,5,2,9.4%,5,5,4,18,18.2%,0,0,0
53,Jose Bautista\bautijo02,23,BAL,12,45,3.75,31,68.9%,12.9%,32.3%,29.0%,25.8%,87.1%,0.0%,60.0%,63.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,3,0.0%,0,0,0
54,Jose Bautista\bautijo02,23,TBD,15,70,4.67,40,57.1%,27.5%,35.0%,25.0%,12.5%,72.5%,0.0%,41.4%,51.7%,53.3%,6.7%,1,0,13.3%,2,0,26.7%,4,4,1,6,14.3%,0,0,0
55,Jose Bautista\bautijo02,23,KCR,26,108,4.15,69,63.9%,33.3%,21.7%,26.1%,18.8%,66.7%,0.0%,42.6%,67.4%,19.2%,3.8%,1,0,11.5%,3,2,3.8%,1,1,3,9,25.0%,0,0,0
56,Jose Bautista\bautijo02,23,PIT,43,165,3.84,112,67.9%,37.5%,24.1%,17.9%,20.5%,62.5%,0.0%,42.4%,61.4%,20.9%,4.7%,2,0,11.6%,5,3,7.0%,3,0,4,14,22.2%,0,0,0
57,Jason Bay\bayja01,25,PIT,473,1822,3.85,1152,63.4%,29.4%,22.4%,22.8%,25.3%,70.6%,0.7%,44.7%,68.3%,26.0%,4.2%,20,2,14.8%,70,26,8.9%,42,25,24,105,18.6%,0,0,0
58,Josh Beckett\beckejo02,24,FLA,55,203,3.69,132,65.0%,34.1%,12.9%,26.5%,26.5%,65.9%,0.0%,42.9%,80.5%,27.3%,1.8%,1,0,12.7%,7,3,1.8%,1,0,9,9,50.0%,0,0,0
59,Erik Bedard*\bedarer01,25,BAL,5,19,3.80,12,63.2%,33.3%,16.7%,41.7%,8.3%,66.7%,0.0%,42.1%,75.0%,20.0%,20.0%,1,0,20.0%,1,0,0.0%,0,0,1,2,33.3%,0,0,0
60,David Bell\bellda01,31,PHI,604,2310,3.82,1413,61.5%,26.3%,10.3%,30.5%,32.9%,73.7%,1.3%,45.3%,86.1%,30.1%,4.3%,26,0,13.6%,82,46,8.9%,54,26,26,49,34.7%,0,0,0
61,Heath Bell\bellhe01,26,NYM,1,7,7.00,4,57.1%,0.0%,0.0%,75.0%,25.0%,100.0%,0.0%,57.1%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
62,Rob Bell\bellro01,27,TBD,5,20,4.00,13,65.0%,69.2%,0.0%,7.7%,23.1%,30.8%,0.0%,20.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,0,100.0%,0,0,0
63,Mark Bellhorn#\bellhma01,29,BOS,621,2574,4.14,1482,57.6%,34.0%,17.5%,24.8%,23.6%,66.0%,0.2%,38.0%,73.4%,20.3%,5.5%,34,0,16.9%,105,51,11.6%,72,37,67,110,37.9%,0,0,0
64,Ronnie Belliard\belliro01,29,CLE,666,2393,3.59,1484,62.4%,28.4%,14.1%,23.6%,33.9%,71.6%,1.5%,44.6%,80.3%,30.6%,7.4%,49,0,18.0%,120,19,10.1%,67,33,24,74,24.5%,0,0,0
65,Carlos Beltran#\beltrca01,27,TOT,709,2827,3.99,1633,58.4%,28.5%,12.2%,28.2%,31.1%,71.5%,2.5%,41.8%,82.9%,21.2%,8.7%,62,6,22.3%,158,60,11.8%,84,49,23,78,22.8%,0,0,0
66,Carlos Beltran#\beltrca01,27,KCR,310,1249,4.03,724,59.0%,30.5%,9.8%,28.5%,31.2%,69.5%,4.0%,41.0%,85.9%,19.7%,10.3%,32,2,22.9%,71,26,11.9%,37,21,13,31,29.5%,0,0,0
67,Carlos Beltran#\beltrca01,27,HOU,399,1578,3.95,909,57.9%,26.8%,14.2%,27.9%,31.0%,73.2%,1.3%,42.4%,80.6%,22.3%,7.5%,30,4,21.8%,87,34,11.8%,47,28,10,47,17.5%,0,0,0
68,Francis Beltran\beltrfr01,24,TOT,3,6,2.00,4,66.7%,25.0%,0.0%,0.0%,75.0%,75.0%,0.0%,50.0%,100.0%,66.7%,0.0%,0,0,33.3%,1,0,0.0%,0,0,0,0,,0,0,0
69,Francis Beltran\beltrfr01,24,CHC,1,1,1.00,1,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,,100.0%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
70,Francis Beltran\beltrfr01,24,MON,2,5,2.50,3,60.0%,33.3%,0.0%,0.0%,66.7%,66.7%,0.0%,40.0%,100.0%,50.0%,0.0%,0,0,50.0%,1,0,0.0%,0,0,0,0,,0,0,0
71,Adrian Beltre\beltrad01,25,LAD,660,2463,3.73,1558,64.1%,20.9%,16.1%,29.9%,33.1%,79.1%,3.5%,50.7%,79.6%,27.7%,5.0%,33,3,15.2%,100,49,7.0%,46,26,14,73,16.1%,0,0,0
72,Armando Benitez\benitar01,31,FLA,1,4,4.00,3,75.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,75.0%,0.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
73,Gary Bennett\bennega01,32,MIL,247,915,3.70,563,62.2%,32.1%,9.6%,24.5%,33.7%,67.9%,2.8%,42.2%,85.9%,27.9%,6.5%,16,0,16.6%,41,16,8.9%,22,12,10,22,31.3%,0,0,0
74,Jeff Bennett\benneje01,24,MIL,2,7,3.50,6,85.7%,33.3%,50.0%,16.7%,0.0%,66.7%,0.0%,57.1%,25.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
75,Joaquin Benoit\benoijo01,26,TEX,6,23,3.83,18,78.3%,27.8%,22.2%,38.9%,11.1%,72.2%,0.0%,56.5%,69.2%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,3,25.0%,0,0,0
76,Kris Benson\bensokr01,29,TOT,75,233,3.11,175,75.1%,16.0%,25.7%,31.4%,26.9%,84.0%,0.0%,63.1%,69.4%,68.0%,1.3%,1,0,1.3%,1,0,1.3%,1,0,4,19,15.4%,0,0,0
77,Kris Benson\bensokr01,29,PIT,50,147,2.94,115,78.2%,12.2%,27.8%,32.2%,27.8%,87.8%,0.0%,68.7%,68.3%,74.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,3,12,17.6%,0,0,0
78,Kris Benson\bensokr01,29,NYM,25,86,3.44,60,69.8%,23.3%,21.7%,30.0%,25.0%,76.7%,0.0%,53.5%,71.7%,56.0%,4.0%,1,0,4.0%,1,0,4.0%,1,0,1,7,11.1%,0,0,0
79,Chad Bentz\bentzch01,24,MON,2,11,5.50,7,63.6%,14.3%,28.6%,28.6%,28.6%,85.7%,0.0%,54.5%,66.7%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
80,Dave Berg\bergda01,33,TOR,163,623,3.82,416,66.8%,28.1%,10.3%,30.5%,31.0%,71.9%,0.0%,48.0%,85.6%,25.2%,3.1%,5,0,11.7%,19,6,6.1%,10,9,2,25,7.4%,0,0,0
81,Brandon Berger\bergebr01,29,KCR,36,121,3.36,85,70.2%,29.4%,11.8%,24.7%,34.1%,70.6%,0.0%,49.6%,83.3%,22.2%,0.0%,0,0,8.3%,3,2,5.6%,2,1,1,6,14.3%,0,0,0
82,Peter Bergeron*\bergepe01,26,MON,45,200,4.44,134,67.0%,30.6%,17.9%,31.3%,20.1%,69.4%,0.0%,46.5%,74.2%,22.2%,2.2%,1,0,13.3%,6,0,11.1%,5,3,6,10,37.5%,0,0,0
83,Lance Berkman#\berkmla01,28,HOU,687,2723,3.96,1459,54.5%,26.8%,14.1%,28.4%,30.8%,73.2%,3.5%,39.9%,80.8%,31.9%,8.3%,57,7,19.9%,137,41,13.8%,95,43,36,65,35.6%,0,0,0
84,Adam Bernero\bernead01,27,COL,6,21,3.50,15,71.4%,33.3%,26.7%,20.0%,20.0%,66.7%,0.0%,47.6%,60.0%,16.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
85,Angel Berroa\berroan01,26,KCR,557,1993,3.58,1369,68.7%,27.1%,13.0%,28.3%,31.6%,72.9%,0.0%,50.1%,82.2%,23.5%,3.2%,18,1,13.1%,73,17,5.4%,30,17,7,80,8.0%,0,0,0
86,Wilson Betemit#\betemwi01,22,ATL,52,214,4.12,131,61.2%,27.5%,26.7%,21.4%,24.4%,72.5%,0.0%,44.4%,63.2%,34.6%,5.8%,3,0,17.3%,9,2,9.6%,5,4,4,12,25.0%,0,0,0
87,Rocky Biddle\biddlro01,28,MON,14,52,3.71,38,73.1%,26.3%,18.4%,36.8%,18.4%,73.7%,0.0%,53.8%,75.0%,57.1%,0.0%,0,0,7.1%,1,0,0.0%,0,0,2,4,28.6%,0,0,0
88,Nick Bierbrodt*\bierbni01,26,TEX,3,13,4.33,8,61.5%,25.0%,50.0%,12.5%,12.5%,75.0%,0.0%,46.2%,33.3%,33.3%,33.3%,1,0,33.3%,1,0,33.3%,1,0,0,2,0.0%,0,0,0
89,Larry Bigbie*\bigbila01,26,BAL,531,2041,3.84,1281,62.8%,28.0%,16.6%,26.3%,29.0%,72.0%,0.0%,45.2%,76.9%,26.4%,3.2%,17,0,15.1%,80,42,7.5%,40,16,38,75,33.6%,0,0,0
90,Craig Biggio\biggicr01,38,HOU,700,2330,3.33,1564,67.1%,22.6%,15.3%,26.9%,35.2%,77.4%,0.0%,52.0%,80.3%,35.7%,3.0%,21,0,10.3%,72,20,5.1%,36,14,27,67,28.7%,0,0,0
91,Casey Blake\blakeca01,30,CLE,668,2847,4.26,1723,60.7%,35.9%,11.3%,26.6%,26.2%,64.1%,0.7%,38.9%,82.4%,14.5%,6.0%,40,6,16.8%,112,49,11.1%,74,43,54,85,38.8%,0,0,0
92,Hank Blalock*\blaloha01,23,TEX,713,2808,3.94,1700,61.0%,20.8%,20.2%,30.6%,28.4%,79.2%,2.0%,48.3%,74.5%,35.8%,6.7%,48,9,19.2%,137,60,10.5%,75,49,34,115,22.8%,0,0,0
93,Andres Blanco#\blancan01,20,KCR,67,250,3.73,172,68.8%,40.1%,4.7%,23.3%,32.0%,59.9%,0.0%,41.2%,92.2%,19.4%,6.0%,4,0,13.4%,9,0,13.4%,9,0,2,4,33.3%,0,0,0
94,Henry Blanco\blanche01,32,MIN,353,1307,3.70,852,65.2%,25.0%,13.7%,29.2%,32.0%,75.0%,0.0%,48.9%,81.7%,30.0%,5.4%,19,0,13.0%,46,18,8.8%,31,19,6,50,10.7%,0,0,0
95,Willie Bloomquist\bloomwi01,26,SEA,202,770,3.81,512,66.5%,21.9%,15.6%,34.6%,27.9%,78.1%,0.0%,51.9%,80.0%,37.6%,3.5%,7,0,10.4%,21,8,6.4%,13,11,17,29,35.4%,0,0,0
96,Geoff Blum#\blumge01,31,TBD,369,1333,3.61,876,65.9%,23.4%,12.9%,30.9%,32.8%,76.6%,0.9%,50.5%,83.2%,29.5%,4.3%,16,0,12.2%,45,16,5.1%,19,12,15,43,25.9%,0,0,0
97,Hiram Bocachica\bocachi01,28,SEA,107,408,3.81,252,61.8%,32.1%,17.5%,23.8%,26.6%,67.9%,0.0%,41.9%,74.3%,28.0%,2.8%,3,0,15.0%,16,7,12.1%,13,5,9,18,33.3%,0,0,0
98,Brian Boehringer#\boehrbr01,35,PIT,1,4,4.00,3,75.0%,33.3%,33.3%,33.3%,0.0%,66.7%,0.0%,50.0%,50.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
99,Jeremy Bonderman\bondeje01,21,DET,7,36,5.14,26,72.2%,19.2%,38.5%,30.8%,11.5%,80.8%,0.0%,58.3%,52.4%,0.0%,0.0%,0,0,14.3%,1,1,0.0%,0,0,0,4,0.0%,0,0,0
100,Barry Bonds*\bondsba01,39,SFG,617,2425,3.93,981,49.2%,30.5%,9.4%,26.0%,34.1%,69.5%,29.8%,34.2%,86.5%,18.6%,27.6%,170,10,39.5%,244,35,14.4%,89,32,22,19,53.7%,0,0,0
101,Jung Bong*\bongju01,23,CIN,4,18,4.50,14,77.8%,28.6%,35.7%,28.6%,7.1%,71.4%,0.0%,55.6%,50.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,2,33.3%,0,0,0
102,Bret Boone\boonebr01,35,SEA,659,2606,3.95,1588,61.1%,27.8%,19.6%,23.4%,29.2%,72.2%,0.8%,44.1%,72.9%,25.2%,5.8%,38,1,17.9%,118,49,10.2%,67,48,35,100,25.9%,0,0,0
103,Joe Borchard#\borchjo01,25,CHW,223,796,3.57,508,64.1%,17.5%,24.2%,29.7%,28.5%,82.5%,1.4%,52.9%,70.6%,43.0%,0.9%,2,0,9.9%,22,15,5.4%,12,3,9,48,15.8%,0,0,0
104,Pat Borders\bordepa01,41,TOT,99,314,3.17,228,72.6%,17.5%,19.3%,30.3%,32.9%,82.5%,0.0%,59.9%,76.6%,46.5%,3.0%,3,1,10.1%,10,7,4.0%,4,2,3,19,13.6%,0,0,0
105,Pat Borders\bordepa01,41,SEA,55,180,3.27,126,70.0%,18.3%,16.7%,31.7%,33.3%,81.7%,0.0%,57.2%,79.6%,45.5%,5.5%,3,1,14.5%,8,5,7.3%,4,2,2,10,16.7%,0,0,0
106,Pat Borders\bordepa01,41,MIN,44,134,3.05,102,76.1%,16.7%,22.5%,28.4%,32.4%,83.3%,0.0%,63.4%,72.9%,47.7%,0.0%,0,0,4.5%,2,2,0.0%,0,0,1,9,10.0%,0,0,0
107,Ricky Bottalico*\bottari01,34,NYM,2,5,2.50,4,80.0%,25.0%,25.0%,0.0%,50.0%,75.0%,0.0%,60.0%,66.7%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
108,Rob Bowen#\bowenro01,23,MIN,32,139,4.34,84,60.4%,28.6%,20.2%,29.8%,21.4%,71.4%,0.0%,43.2%,71.7%,18.8%,3.1%,1,0,15.6%,5,3,3.1%,1,0,4,6,40.0%,0,0,0
109,Milton Bradley#\bradlmi01,26,LAD,598,2336,3.91,1369,58.9%,23.6%,15.9%,31.6%,29.0%,76.4%,1.2%,45.0%,79.3%,35.6%,8.5%,51,7,18.9%,113,38,11.5%,69,33,44,79,35.8%,0,0,0
110,Darren Bragg*\braggda01,34,TOT,112,448,4.00,279,62.6%,31.5%,17.6%,25.4%,25.4%,68.5%,1.2%,42.8%,74.3%,27.7%,6.3%,7,0,16.1%,18,4,7.1%,8,4,9,22,29.0%,0,0,0
